# x_rel_mm	value	x_abs_mm	center_mm
-2.28536	9.12656	4.82589	7.11125
-2.26318	9.64745	4.84808	7.11125
-2.24099	9.68314	4.87027	7.11125
-2.2188	9.83097	4.89245	7.11125
-2.19661	9.88962	4.91464	7.11125
-2.17442	9.85267	4.93683	7.11125
-2.15224	10.4	4.95902	7.11125
-2.13005	10.8964	4.98121	7.11125
-2.10786	11.4134	5.00339	7.11125
-2.08567	11.8263	5.02558	7.11125
-2.06348	11.7913	5.04777	7.11125
-2.0413	11.7007	5.06996	7.11125
-2.01911	11.7244	5.09215	7.11125
-1.99692	11.7432	5.11433	7.11125
-1.97473	11.8421	5.13652	7.11125
-1.95254	12.2513	5.15871	7.11125
-1.93036	12.9093	5.1809	7.11125
-1.90817	13.3983	5.20309	7.11125
-1.88598	13.2133	5.22527	7.11125
-1.86379	12.1055	5.24746	7.11125
-1.8416	11.1942	5.26965	7.11125
-1.81942	10.9342	5.29184	7.11125
-1.79723	10.5635	5.31403	7.11125
-1.77504	10.8893	5.33621	7.11125
-1.75285	11.5986	5.3584	7.11125
-1.73066	12.0485	5.38059	7.11125
-1.70848	12.2405	5.40278	7.11125
-1.68629	12.1287	5.42497	7.11125
-1.6641	12.4009	5.44715	7.11125
-1.64191	12.6734	5.46934	7.11125
-1.61972	12.8962	5.49153	7.11125
-1.59754	13.2698	5.51372	7.11125
-1.57535	13.3698	5.53591	7.11125
-1.55316	13.7064	5.55809	7.11125
-1.53097	13.7642	5.58028	7.11125
-1.50878	14.015	5.60247	7.11125
-1.4866	14.4788	5.62466	7.11125
-1.46441	14.947	5.64685	7.11125
-1.44222	15.1559	5.66903	7.11125
-1.42003	15.5764	5.69122	7.11125
-1.39784	15.9802	5.71341	7.11125
-1.37566	16.6184	5.7356	7.11125
-1.35347	17.0797	5.75779	7.11125
-1.33128	17.4738	5.77997	7.11125
-1.30909	17.8206	5.80216	7.11125
-1.2869	18.1094	5.82435	7.11125
-1.26472	18.4561	5.84654	7.11125
-1.24253	18.7748	5.86873	7.11125
-1.22034	19.4101	5.89091	7.11125
-1.19815	19.7021	5.9131	7.11125
-1.17596	19.8908	5.93529	7.11125
-1.15378	20.2735	5.95748	7.11125
-1.13159	20.8339	5.97967	7.11125
-1.1094	21.3028	6.00185	7.11125
-1.08721	21.747	6.02404	7.11125
-1.06502	22.6605	6.04623	7.11125
-1.04284	23.6805	6.06842	7.11125
-1.02065	24.7451	6.09061	7.11125
-0.99846	25.5375	6.11279	7.11125
-0.976272	26.271	6.13498	7.11125
-0.954084	26.8243	6.15717	7.11125
-0.931896	27.9265	6.17936	7.11125
-0.909708	28.7543	6.20155	7.11125
-0.88752	29.4818	6.22373	7.11125
-0.865332	30.6917	6.24592	7.11125
-0.843144	31.8488	6.26811	7.11125
-0.820956	33.0206	6.2903	7.11125
-0.798768	33.6503	6.31249	7.11125
-0.77658	34.6891	6.33467	7.11125
-0.754392	35.6709	6.35686	7.11125
-0.732204	37.2643	6.37905	7.11125
-0.710016	38.8221	6.40124	7.11125
-0.687828	40.1966	6.42343	7.11125
-0.66564	41.511	6.44561	7.11125
-0.643452	42.5696	6.4678	7.11125
-0.621264	43.3773	6.48999	7.11125
-0.599076	43.5612	6.51218	7.11125
-0.576888	43.1503	6.53437	7.11125
-0.5547	42.7055	6.55655	7.11125
-0.532512	42.2462	6.57874	7.11125
-0.510324	42.2925	6.60093	7.11125
-0.488136	42.0179	6.62312	7.11125
-0.465948	40.829	6.64531	7.11125
-0.44376	38.4451	6.66749	7.11125
-0.421572	35.1204	6.68968	7.11125
-0.399384	22.7228	6.71187	7.11125
-0.377196	12.3608	6.73406	7.11125
