# x_rel_mm	value	x_abs_mm	center_mm
2.66256	4.90723	9.75163	7.08907
2.68475	4.62881	9.77381	7.08907
2.70694	4.47775	9.796	7.08907
2.72912	4.27305	9.81819	7.08907
2.75131	4.29673	9.84038	7.08907
2.7735	4.08143	9.86257	7.08907
2.79569	3.81768	9.88475	7.08907
2.81788	3.48579	9.90694	7.08907
2.84006	3.33649	9.92913	7.08907
2.86225	3.6072	9.95132	7.08907
2.88444	3.67718	9.97351	7.08907
2.90663	4.13205	9.99569	7.08907
2.92882	4.2883	10.0179	7.08907
2.951	4.3849	10.0401	7.08907
2.97319	4.62231	10.0623	7.08907
2.99538	4.894	10.0844	7.08907
3.01757	5.03047	10.1066	7.08907
3.03976	5.43366	10.1288	7.08907
3.06194	5.3736	10.151	7.08907
3.08413	5.96724	10.1732	7.08907
3.10632	5.70346	10.1954	7.08907
3.12851	5.24707	10.2176	7.08907
3.1507	5.1145	10.2398	7.08907
3.17288	5.10637	10.262	7.08907
3.19507	5.05816	10.2841	7.08907
3.21726	5.25683	10.3063	7.08907
3.23945	5.68679	10.3285	7.08907
3.26164	5.5753	10.3507	7.08907
3.28382	5.81102	10.3729	7.08907
3.30601	6.24735	10.3951	7.08907
3.3282	6.02763	10.4173	7.08907
3.35039	5.86046	10.4395	7.08907
3.37258	5.92104	10.4616	7.08907
3.39476	6.25535	10.4838	7.08907
3.41695	6.64163	10.506	7.08907
3.43914	6.99691	10.5282	7.08907
3.46133	6.77852	10.5504	7.08907
3.48352	6.4549	10.5726	7.08907
3.5057	6.10804	10.5948	7.08907
3.52789	6.14854	10.617	7.08907
3.55008	6.33627	10.6391	7.08907
3.57227	6.23565	10.6613	7.08907
3.59446	6.28104	10.6835	7.08907
3.61664	6.19185	10.7057	7.08907
3.63883	6.25841	10.7279	7.08907
3.66102	6.38556	10.7501	7.08907
3.68321	6.52761	10.7723	7.08907
3.7054	6.26201	10.7945	7.08907
3.72758	6.51882	10.8167	7.08907
3.74977	6.86506	10.8388	7.08907
3.77196	7.33547	10.861	7.08907
3.79415	7.10432	10.8832	7.08907
3.81634	7.06714	10.9054	7.08907
3.83852	7.15755	10.9276	7.08907
3.86071	7.22886	10.9498	7.08907
3.8829	7.22503	10.972	7.08907
3.90509	7.55557	10.9942	7.08907
3.92728	7.81351	11.0163	7.08907
3.94946	7.95483	11.0385	7.08907
